js_vx_desire,js_vy_desire,js_OmegaZ_desire,global_x,global_y,global_yaw
1,0,-0.758498,10.9228,4.69704,-1.97224
1,0,-0.758498,10.9178,4.68639,-1.98235
1,0,-0.758498,10.9141,4.67586,-1.99265
1,0,-0.758498,10.9117,4.66487,-2.00262
1,0,-0.758498,10.91,4.65293,-2.01172
1,0,-0.758498,10.9088,4.64039,-2.02119
1,0,-0.758498,10.9078,4.62772,-2.03193
1,0,-0.758498,10.9067,4.615,-2.04305
1,0,-0.513366,10.9055,4.60204,-2.05352
1,0,-0.513366,10.9041,4.58867,-2.06174
1,0,-0.513366,10.9022,4.57481,-2.06721
1,0,-0.513366,10.8994,4.56049,-2.07027
1,0,-0.513366,10.895,4.5458,-2.0706
1,0,-0.513366,10.8893,4.53064,-2.06964
1,0,-0.513366,10.8849,4.51426,-2.06832
1,0,-0.513366,10.8797,4.49832,-2.07075
1,0,-0.513366,10.8737,4.483,-2.07846
1,0,-0.513366,10.8676,4.46837,-2.08963
1,0,-0.513366,10.8617,4.45439,-2.10301
1,0,-0.513366,10.8558,4.44114,-2.11697
1,0,0.0813064,10.8498,4.42866,-2.12998
1,0,0.0813064,10.8436,4.41686,-2.13557
1,0,0.0813064,10.8372,4.40548,-2.13127
1,0,0.0813064,10.8301,4.39414,-2.1229
1,0,0.0813064,10.8223,4.38278,-2.1155
1,0,0.0813064,10.8138,4.37151,-2.11136
1,0,0.0813064,10.8051,4.36045,-2.11115
1,0,0.0813064,10.7961,4.34964,-2.11433
1,0,0.0813064,10.7868,4.33893,-2.11954
1,0,0.0813064,10.7769,4.32801,-2.12491
1,0,0.0813064,10.766,4.31656,-2.12817
1,0,0.0813064,10.7541,4.30416,-2.12757
1,0,0.382086,10.7416,4.29008,-2.123
1,0,0.382086,10.729,4.2743,-2.11426
1,0,0.382086,10.7167,4.25893,-2.10783
1,0,0.382086,10.7059,4.24344,-2.1001
1,0,0.382086,10.6964,4.22743,-2.09184
1,0,0.382086,10.6878,4.21209,-2.08531
